record_id,author,title_original,title_normalized,cluster,duplicate_of,corpus_scope,date_start,date_end,date_label,date_precision,dating_status,dating_method,source_type,manual_source_1,manual_source_2,evidence_quote_or_summary,review_status,research_note,confidence,verification_status,lookup_status,lookup_note,match_score,source_dataset,source_basis,source_url,evidence_note,audit_note,search_query,timeline_year,timeline_status,timeline_basis,timeline_anchor_start,timeline_anchor_end,timeline_center_year,timeline_offset,timeline_confidence,timeline_note
P072,权德舆,薄命篇,薄命篇,隐逸怀古类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%83%E5%BE%B7%E8%88%86%E3%80%8A%E8%96%84%E5%91%BD%E7%AF%87%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,795.5,inferred_activity_cluster,activity_period,774,817,795.5,0,中,未定年作品按作者活动期中点对称展开。
P073,刘禹锡,和董庶中古散调词赠尹果毅,和董庶中古散调词赠尹果毅,隐逸怀古类,,唐,811,811,811年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.688,唐宋文学编年地图（古籍文献知识图谱网）,卞孝萱《刘禹锡年谱》，中华书局1966年版，第58页,https://open.cnkgraph.com/Writing/17535,class='label1' id='77556e8595d54204a103536c3648a61d_label'> — 811年 ，40岁 811年 在朗州司马任。与董侹诗文唱和。作品：《和董庶中古散调词赠尹果毅》 （卞孝萱校订《刘禹锡集》卷23第292页，中华书局1990年版。） 出处：卞孝萱《刘禹锡年谱》，中华书局1966年版，第58页 <div,,刘禹锡《和董庶中古散调词赠尹果毅》,811,observed_exact,date_exact,811,811,811,0,中,采用作品级单年系年。
P074,刘禹锡,百舌吟,百舌吟,侠义抒怀类,,唐,814,814,814年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.674,唐宋文学编年地图（古籍文献知识图谱网）,卞孝萱《刘禹锡年谱》，中华书局1966年版，第79页,https://open.cnkgraph.com/Writing/17500,class='label1' id='1a13a89dd81d4bf7bded1b8c785c65e9_label'> — 814年 ，43岁 814年 在朗州司马任。作诗。作品：《百舌吟》 （卞孝萱校订《刘禹锡集》卷21第267页，中华书局1990年版。） 出处：卞孝萱《刘禹锡年谱》，中华书局1966年版，第79页 <div,,刘禹锡《百舌吟》,814,observed_exact,date_exact,814,814,814,0,中,采用作品级单年系年。
P075,刘禹锡,酬太原狄尚书见寄,酬太原狄尚书见寄,侠义抒怀类,,唐,838,838,838年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.688,唐宋文学编年地图（古籍文献知识图谱网）,卞孝萱《刘禹锡年谱》，中华书局1966年版，第219页,https://open.cnkgraph.com/Writing/17627,class='label1' id='96d483ca45fe4102a623aa006c5a6561_label'> — 838年 ，67岁 838年 仍为太子宾客，分司东都。十二月后，与河东节度使狄兼谟诗歌唱和。作品：《酬太原狄尚书见寄》 （卞孝萱校订《刘禹锡集》卷36第542页，中华书局1990年版。） 出处：卞孝萱《刘禹锡年谱》，中华书局1966年版，第219页 <div,,刘禹锡《酬太原狄尚书见寄》,838,observed_exact,date_exact,838,838,838,0,中,采用作品级单年系年。
P076,孟郊,游侠行,游侠行,侠义抒怀类,P019,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%AD%9F%E9%83%8A%E3%80%8A%E6%B8%B8%E4%BE%A0%E8%A1%8C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,796.5,duplicate_inherited,P019,779,814,796.5,0,中,继承主记录 P019 的展示坐标。
P077,李贺,马诗二十三首 十三,马诗二十三首,市井任侠类,,唐,814,814,814年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,低,已匹配且有系年,matched,,0.628,唐宋文学编年地图（古籍文献知识图谱网）,吴企明《李长吉歌诗编年笺注》第617页,https://open.cnkgraph.com/Writing/27707,首。马诗二十三首。马诗二十三首。马诗二十三首。马诗二十三首。 出处：吴企明《李长吉歌诗编年笺注》第617页 马诗二十三首 其一 （814年） 中唐 · 李贺 龙脊贴连钱， 银蹄 白踏烟。 无人织锦韂，谁为铸金鞭。 评注 （点击查看或隐藏评注） 其二 （814年） 腊月草根甜，天街雪似盐。 未知口硬软，先拟蒺藜衔。 其三 （814年） 引用典故： 赤骥 忽忆周天子，驱车上玉山。 鸣驺辞 凤苑 ， 赤骥 最承恩。 其四 （814年） 此马非凡马， 房星 本是星 （一作精） 。 向前敲瘦骨，犹自带 铜声 。 评注 （点击查看或隐藏评注） 其五 （814年） 大漠沙 （一作山） 如雪， 燕山 月似钩。 何当金 络脑 ，快走踏清秋。 评注 （点击查看或隐藏评注） 其六 （814年） 饥卧骨 查牙 ， 粗毛 刺破花。 鬣焦朱色落，发断锯长麻。 其七 （814年） 引用典故： 西母 西母 酒将阑， 东王 饭已乾。 君王若燕去，谁为拽车辕。 其八 （814年） 引用典故： 赤兔 果下马 赤兔 无人用，当须吕布骑。 吾闻 果下马 ，羁策任蛮儿。 其九 （814年） 引用典故： 飂叔 飂叔 去 （一作死） 匆匆，如今不豢龙。 夜来霜压栈，骏骨折西风。 评注 （点击查看或隐藏评注） 其十 （814年） 引用典故： 神骓 催榜渡乌江 （一作江东） ， 神骓 泣向风。 君王今解剑，何处逐英雄。 评注 （点击查看或隐藏评注） 其十一 （814年） 引用典故： 盐坂 内马赐宫人，银鞯刺骐驎。 午时 盐坂 上，蹭蹬溘风尘。 其十二 （814年） 批竹初攒耳，桃花未上身。 他时须 搅阵 ，牵去借将军。 <div,,李贺《马诗二十三首 十三》,814,observed_exact,date_exact,814,814,814,0,低,采用作品级单年系年。
P078,元稹,乐府古题序 侠客行,乐府古题序 侠客行,边塞报国类,P021,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%85%83%E7%A8%B9%E3%80%8A%E4%BE%A0%E5%AE%A2%E8%A1%8C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,812.5,duplicate_inherited,P021,794,831,812.5,0,中,继承主记录 P021 的展示坐标。
P079,崔涯,侠士诗,侠士诗,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%B4%94%E6%B6%AF%E3%80%8A%E4%BE%A0%E5%A3%AB%E8%AF%97%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P080,雍陶,少年行,少年行,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%9B%8D%E9%99%B6%E3%80%8A%E5%B0%91%E5%B9%B4%E8%A1%8C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,839.5,inferred_activity_cluster,activity_period,820,859,839.5,0,中,未定年作品按作者活动期中点对称展开。
P081,许浑,晨装,晨装,隐逸怀古类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E8%AE%B8%E6%B5%91%E3%80%8A%E6%99%A8%E8%A3%85%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,832,inferred_activity_cluster,activity_period,806,858,832,0,中,未定年作品按作者活动期中点对称展开。
P082,李商隐,偶成转韵七十二句赠四同舍,偶成转韵七十二句赠四同舍,侠义抒怀类,,唐,849,849,849年,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.698,唐宋文学编年地图（古籍文献知识图谱网）,《李商隐年表》，见刘学锴，余恕诚著《李商隐诗歌集解》北京：中华书局1988年，第2078页，第979页,https://open.cnkgraph.com/Writing/29129,class='label1' id='677da5821f8f4650a762149890798eb1_label'> — 849年 ，38岁 849年 在徐州幕，有诗。作品：偶成转韵七十二句赠四同舍。 出处：《李商隐年表》，见刘学锴，余恕诚著《李商隐诗歌集解》北京：中华书局1988年，第2078页，第979页 <div,,李商隐《偶成转韵七十二句赠四同舍》,849,observed_exact,date_exact,849,849,849,0,中,采用作品级单年系年。
P083,薛逢,侠少年,侠少年,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E8%96%9B%E9%80%A2%E3%80%8A%E4%BE%A0%E5%B0%91%E5%B9%B4%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P084,马戴,赠别北客,赠别北客,隐逸怀古类,,唐,,,,未知,undated,unknown,诗人作品目录,https://www.shigeku.com/shiku/gs/madai.htm,,公开马戴作品目录收录《赠别北客》，但未提供作年或可定位的事件人物。,needs_review,待查马戴生平年表、交游人物与晚唐诗人别集整理。,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%A9%AC%E6%88%B4%E3%80%8A%E8%B5%A0%E5%88%AB%E5%8C%97%E5%AE%A2%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,822.333333,inferred_lifespan_cluster,lifespan,799,869,834,-11.666667,低,未定年作品按作者生卒年中点对称展开。
P085,马戴,广陵曲,广陵曲,隐逸怀古类,,唐,,,,未知,undated,unknown,诗人作品目录,https://www.shigeku.com/shiku/gs/madai.htm,,公开马戴作品目录收录《广陵曲》，但未提供具体作年。,needs_review,题目可能只指乐府旧题，不能由广陵地名直接推定行迹年份。,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%A9%AC%E6%88%B4%E3%80%8A%E5%B9%BF%E9%99%B5%E6%9B%B2%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,845.666667,inferred_lifespan_cluster,lifespan,799,869,834,11.666667,低,未定年作品按作者生卒年中点对称展开。
P086,温庭筠,侠客行,侠客行,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%B8%A9%E5%BA%AD%E7%AD%A0%E3%80%8A%E4%BE%A0%E5%AE%A2%E8%A1%8C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,847,inferred_activity_cluster,activity_period,828,866,847,0,中,未定年作品按作者活动期中点对称展开。
P087,霍总,骢马,骢马,豪侠交游类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%9C%8D%E6%80%BB%E3%80%8A%E9%AA%A2%E9%A9%AC%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P088,司空图,冯燕歌,冯燕歌,隐逸怀古类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%8F%B8%E7%A9%BA%E5%9B%BE%E3%80%8A%E5%86%AF%E7%87%95%E6%AD%8C%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,886,inferred_activity_cluster,activity_period,865,907,886,0,中,未定年作品按作者活动期中点对称展开。
P089,李山甫,游侠儿,游侠儿,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%8E%E5%B1%B1%E7%94%AB%E3%80%8A%E6%B8%B8%E4%BE%A0%E5%84%BF%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P090,崔涂,东晋 一,东晋,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%B4%94%E6%B6%82%E3%80%8A%E4%B8%9C%E6%99%8B%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P091,韩偓,赠湖南李思齐处士,赠湖南李思齐处士,侠义抒怀类,,唐,904,904,904年三月,单年系年,exact,chronological_edition,开放知识图谱,,,,auto_only,,中,已匹配且有系年,matched,,0.741,唐宋文学编年地图（古籍文献知识图谱网）,吴在庆《韩偓生平诗文系年简谱（上）》，载《广东技术师范学院学报》2013年第1期第70页,https://open.cnkgraph.com/Writing/49253,class='label1' id='05a71bc422ac43bb87325e815011f01b_label'> — 904年 ，63岁 904年三月 韩偓与道士、处士交接，颇痴迷于求仙学道之事，作诗。作品：《赠湖南李思齐处士》 出处：吴在庆《韩偓生平诗文系年简谱（上）》，载《广东技术师范学院学报》2013年第1期第70页 <div,,韩偓《赠湖南李思齐处士》,904,observed_exact,date_exact,904,904,904,0,中,采用作品级单年系年。
P092,吴融,偶题,偶题,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,ambiguous_match,候选作品最高匹配分数为 0.063。,0.063,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,吴融《偶题》,885.5,inferred_activity_cluster,activity_period,869,902,885.5,0,中,未定年作品按作者活动期中点对称展开。
P093,郑鏦,邯郸侠少年,邯郸侠少年,侠义抒怀类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%83%91%E9%8F%A6%E3%80%8A%E9%82%AF%E9%83%B8%E4%BE%A0%E5%B0%91%E5%B9%B4%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P094,戴休珽,古意,古意,边塞报国类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%88%B4%E4%BC%91%E7%8F%BD%E3%80%8A%E5%8F%A4%E6%84%8F%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P095,冯待征,虞姬怨,虞姬怨,隐逸怀古类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%86%AF%E5%BE%85%E5%BE%81%E3%80%8A%E8%99%9E%E5%A7%AC%E6%80%A8%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,,unavailable,,,,,,,
P096,寒山,诗三百三首 五十四,诗三百三首 五十四,豪侠交游类,,待核,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E5%AF%92%E5%B1%B1%E3%80%8A%E8%AF%97%E4%B8%89%E7%99%BE%E4%B8%89%E9%A6%96%20%E4%BA%94%E5%8D%81%E5%9B%9B%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,作者或作品年代边界较宽，单首作品通常难以精确系年。,,,unavailable,,,,,,,
P097,李行言,成（城）南宴（斯五五五）,成（城）南宴（斯五五五）,隐逸怀古类,,待核,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%8E%E8%A1%8C%E8%A8%80%E3%80%8A%E6%88%90%EF%BC%88%E5%9F%8E%EF%BC%89%E5%8D%97%E5%AE%B4%EF%BC%88%E6%96%AF%E4%BA%94%E4%BA%94%E4%BA%94%EF%BC%89%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,作者或作品年代边界较宽，单首作品通常难以精确系年。,,,unavailable,,,,,,,
P098,范质,诫儿姪八百字,诫儿姪八百字,侠义抒怀类,,非唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E8%8C%83%E8%B4%A8%E3%80%8A%E8%AF%AB%E5%84%BF%E5%A7%AA%E5%85%AB%E7%99%BE%E5%AD%97%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,作者为五代后周至北宋人物；不应直接计入唐诗时间轴。,,,unavailable,,,,,,,
P099,道世,颂六十二首 二十六,颂六十二首 二十六,豪侠交游类,,唐,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E9%81%93%E4%B8%96%E3%80%8A%E9%A2%82%E5%85%AD%E5%8D%81%E4%BA%8C%E9%A6%96%20%E4%BA%8C%E5%8D%81%E5%85%AD%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,,,639.5,inferred_lifespan_cluster,lifespan,596,683,639.5,0,低,未定年作品按作者生卒年中点对称展开。
P100,李峤,筝,筝,豪侠交游类,,待剔除,,,,未知,undated,unknown,开放知识图谱,,,,auto_only,,低,未匹配,endpoint_error,API request failed: https://open.cnkgraph.com/api/Biography/Poems/%E6%9D%8E%E5%B3%A4%E3%80%8A%E7%AD%9D%E3%80%8B?dynasty=%E5%94%90: Expecting value: line 1 column 1 (char 0),,唐宋文学编年地图（古籍文献知识图谱网）,,https://open.cnkgraph.com/Home/OpenResources,,诗歌正文不含“侠”；疑因附带校勘说明中的《弹》条目误命中。,,,unavailable,,,,,,,
